Data,Quantidade,Cod_produto,Valor,Cod_vendedor
2023-09-23,78,10,2937,5
2023-06-01,100,4,3473,4
2023-08-27,57,5,2615,4
2023-06-16,21,9,4563,4
2023-02-17,89,8,4531,5
2023-04-20,89,8,4531,1
2023-03-26,25,2,155,4
2023-10-17,100,7,3625,5
2023-09-08,18,4,3473,4
2023-09-18,28,5,2615,3
2023-12-21,26,1,4989,3
2023-01-06,10,9,4563,3
2023-02-12,99,5,2615,2
2023-07-17,92,5,2615,1
2023-07-05,2,6,3962,2
2023-04-22,65,4,3473,3
2023-03-20,1,2,155,1
2023-10-16,23,5,2615,2
2023-07-19,90,8,4531,3
2023-05-14,41,3,757,4
2023-07-30,45,5,2615,1
2023-03-25,24,5,2615,1
2023-12-10,5,9,4563,2
2023-03-06,21,10,2937,5
2023-05-20,66,2,155,2
2023-07-26,19,9,4563,5
2023-01-18,86,1,4989,5
2023-02-23,75,5,2615,1
2023-04-30,77,4,3473,2
2023-04-08,61,4,3473,5
2023-08-10,57,8,4531,1
2023-11-20,79,5,2615,3
2023-12-24,65,9,4563,4
2023-03-05,7,5,2615,4
2023-11-24,26,9,4563,4
2023-11-20,63,7,3625,5
2023-02-09,11,6,3962,1
2023-07-27,7,2,155,2
2023-11-06,78,3,757,5
2023-11-29,93,3,757,5
2023-04-12,23,9,4563,4
2023-12-16,73,9,4563,4
2023-01-19,89,8,4531,5
2023-03-10,52,3,757,2
2023-08-24,94,3,757,1
2023-12-30,51,4,3473,5
2023-09-17,13,1,4989,1
2023-10-16,56,9,4563,5
2023-07-19,3,6,3962,1
2023-01-03,6,9,4563,4
2023-10-16,4,2,155,1
2023-08-20,68,2,155,3
2023-06-14,83,6,3962,4
2023-08-12,92,7,3625,5
2023-09-06,93,1,4989,4
2023-07-20,46,8,4531,3
2023-10-17,11,8,4531,5
2023-01-28,55,1,4989,5
2023-02-04,41,9,4563,5
2023-08-24,57,9,4563,5
2023-02-19,72,7,3625,1
2023-05-13,96,6,3962,3
2023-05-29,87,5,2615,3
2023-02-15,72,5,2615,5
2023-03-31,73,6,3962,1
2023-02-08,97,9,4563,1
2023-06-15,9,1,4989,2
2023-05-23,13,8,4531,3
2023-10-15,21,9,4563,2
2023-08-24,80,7,3625,3
2023-03-05,67,6,3962,4
2023-10-04,16,4,3473,1
2023-08-03,20,6,3962,3
2023-05-16,52,1,4989,1
2023-04-23,89,9,4563,3
2023-05-30,16,7,3625,5
2023-03-14,61,8,4531,5
2023-09-27,63,4,3473,5
2023-11-26,67,3,757,2
2023-06-22,63,8,4531,2
2023-02-11,24,7,3625,5
2023-11-17,46,10,2937,2
2023-01-30,91,9,4563,3
2023-05-11,53,2,155,5
2023-10-28,62,6,3962,3
2023-01-25,48,7,3625,4
2023-10-17,30,10,2937,1
2023-04-02,98,8,4531,4
2023-07-07,31,2,155,4
2023-03-20,51,3,757,1
2023-01-15,53,4,3473,3
2023-05-29,99,4,3473,1
2023-01-18,34,10,2937,2
2023-01-13,88,1,4989,4
2023-06-17,96,2,155,2
2023-04-18,59,1,4989,2
2023-03-11,80,9,4563,2
2023-07-03,14,9,4563,5
2023-11-22,52,6,3962,4
2023-08-15,49,1,4989,1
2023-11-17,71,9,4563,4
2023-09-16,28,2,155,1
2023-11-30,91,8,4531,3
2023-01-25,64,2,155,5
2023-03-26,69,7,3625,1
2023-09-16,25,5,2615,1
2023-11-25,19,2,155,5
2023-09-21,70,1,4989,4
2023-05-19,17,4,3473,4
2023-11-14,86,8,4531,2
2023-04-01,98,10,2937,3
2023-09-08,27,5,2615,1
2023-05-28,46,8,4531,2
2023-09-10,70,3,757,3
2023-05-04,27,1,4989,4
2023-12-09,87,10,2937,5
2023-12-31,53,10,2937,4
2023-09-15,92,8,4531,1
2023-04-22,52,6,3962,2
2023-01-23,96,10,2937,5
2023-12-21,97,2,155,2
2023-05-11,88,3,757,1
2023-07-04,69,8,4531,1
2023-12-01,3,1,4989,1
2023-07-06,74,7,3625,4
2023-01-25,36,6,3962,1
2023-05-12,80,6,3962,2
2023-11-25,12,5,2615,3
2023-08-07,26,10,2937,4
2023-06-20,30,2,155,4
2023-03-12,2,1,4989,5
2023-01-03,5,6,3962,5
2023-06-01,6,4,3473,2
2023-04-13,89,8,4531,5
2023-11-13,88,7,3625,3
2023-07-05,39,5,2615,4
2023-05-15,49,6,3962,2
2023-05-28,7,1,4989,5
2023-03-16,85,4,3473,5
2023-10-04,48,1,4989,4
2023-03-27,33,3,757,1
2023-10-16,6,3,757,1
2023-08-13,27,4,3473,4
2023-04-06,13,1,4989,4
2023-02-26,71,7,3625,2
2023-01-09,72,7,3625,5
2023-06-01,13,4,3473,2
2023-05-04,89,8,4531,2
2023-03-11,97,10,2937,5
2023-03-02,80,1,4989,2
2023-10-19,32,9,4563,3
2023-09-12,53,3,757,2
2023-12-26,13,5,2615,1
2023-06-21,36,7,3625,1
2023-02-24,89,3,757,4
2023-10-26,69,3,757,1
2023-07-27,93,4,3473,2
2023-02-28,23,7,3625,5
2023-11-16,71,7,3625,4
2023-12-11,6,5,2615,3
2023-08-22,68,8,4531,3
2023-10-08,95,5,2615,1
2023-12-02,75,4,3473,5
2023-12-04,22,3,757,2
2023-10-30,62,10,2937,1
2023-06-27,96,7,3625,5
2023-06-22,12,7,3625,4
2023-01-25,1,3,757,1
2023-05-24,31,7,3625,4
2023-10-28,63,5,2615,3
2023-03-31,39,8,4531,4
2023-11-30,40,1,4989,3
2023-01-20,30,5,2615,5
2023-12-05,47,4,3473,4
2023-09-30,11,6,3962,3
2023-05-31,71,10,2937,1
2023-07-11,30,4,3473,1
2023-07-05,83,9,4563,2
2023-05-04,69,6,3962,3
2023-11-08,47,5,2615,2
2023-05-03,9,9,4563,5
2023-05-06,20,5,2615,5
2023-02-24,4,7,3625,3
2023-07-24,13,10,2937,4
2023-02-17,27,4,3473,2
2023-06-06,64,10,2937,2
2023-09-09,51,6,3962,1
2023-10-31,5,7,3625,3
2023-09-23,59,4,3473,1
2023-09-04,97,10,2937,3
2023-12-30,88,7,3625,3
2023-06-22,29,7,3625,5
2023-06-28,26,7,3625,2
2023-04-26,4,4,3473,1
2023-06-16,2,9,4563,5
2023-10-10,59,8,4531,1
2023-04-09,17,4,3473,5
2023-01-24,39,8,4531,5
2023-08-30,21,4,3473,3
2023-09-29,1,3,757,1
2023-08-21,71,4,3473,2
2023-08-19,50,5,2615,1
2023-10-06,78,10,2937,2
2023-06-18,82,5,2615,2
2023-05-03,95,10,2937,5
2023-08-23,55,6,3962,5
2023-05-28,75,8,4531,3
2023-08-12,64,10,2937,5
2023-04-18,78,2,155,1
2023-07-21,41,8,4531,5
2023-06-07,56,8,4531,2
2023-09-02,44,7,3625,1
2023-07-19,15,10,2937,1
2023-06-04,49,1,4989,5
2023-08-28,5,9,4563,1
2023-01-05,57,3,757,3
2023-01-22,6,6,3962,4
2023-09-09,1,4,3473,3
2023-12-27,92,9,4563,1
2023-08-15,64,1,4989,5
2023-03-12,81,2,155,4
2023-02-17,48,7,3625,5
2023-01-13,71,2,155,1
2023-02-09,58,1,4989,4
2023-07-04,57,5,2615,5
2023-03-21,94,6,3962,2
2023-02-26,12,10,2937,1
2023-08-12,83,7,3625,2
2023-06-09,37,9,4563,2
2023-06-06,51,6,3962,2
2023-09-04,4,1,4989,4
2023-02-03,24,6,3962,1
2023-04-11,28,4,3473,3
2023-06-09,70,1,4989,4
2023-08-20,99,10,2937,1
2023-06-15,20,4,3473,2
2023-11-18,56,7,3625,5
2023-02-24,89,1,4989,1
2023-05-01,84,1,4989,3
2023-04-22,59,7,3625,1
2023-04-18,26,1,4989,2
2023-01-23,5,8,4531,5
2023-12-09,82,2,155,3
2023-12-09,53,3,757,5
2023-05-21,40,2,155,5
2023-11-29,73,3,757,3
2023-09-18,73,3,757,5
2023-07-16,99,10,2937,1
2023-03-01,63,5,2615,2
2023-04-01,44,9,4563,5
2023-10-31,4,10,2937,1
2023-06-30,86,10,2937,5
2023-08-12,30,2,155,2
2023-12-02,91,2,155,5
2023-10-23,3,6,3962,3
2023-04-12,57,3,757,5
2023-11-13,44,3,757,3
2023-03-24,28,6,3962,4
2023-12-16,53,2,155,2
2023-07-19,25,7,3625,4
2023-05-31,10,6,3962,3
2023-08-17,58,5,2615,2
2023-12-23,63,2,155,4
2023-11-30,73,10,2937,4
2023-01-29,37,4,3473,2
2023-09-29,72,6,3962,4
2023-05-19,56,8,4531,4
2023-03-27,60,2,155,1
2023-09-11,68,4,3473,1
2023-10-18,47,4,3473,5
2023-07-08,16,3,757,4
2023-07-19,46,5,2615,5
2023-07-14,56,5,2615,2
2023-09-21,68,3,757,5
2023-05-21,18,7,3625,2
2023-03-26,54,3,757,3
2023-02-09,91,9,4563,1
2023-03-30,61,2,155,2
2023-01-07,98,2,155,2
2023-06-09,79,3,757,3
2023-08-20,4,4,3473,3
2023-11-27,13,6,3962,1
2023-10-08,61,4,3473,1
2023-05-24,96,8,4531,5
2023-12-12,25,7,3625,3
2023-11-24,89,10,2937,5
2023-03-23,57,8,4531,5
2023-07-16,94,8,4531,2
2023-04-15,33,3,757,2
2023-09-23,65,9,4563,5
2023-10-05,49,4,3473,4
2023-12-22,16,5,2615,5
2023-10-12,58,8,4531,5
2023-09-11,36,8,4531,1
2023-12-13,3,10,2937,3
2023-01-28,80,2,155,3
2023-09-05,59,1,4989,4
2023-09-23,14,8,4531,5
2023-12-22,99,1,4989,1
2023-02-26,35,3,757,2
2023-07-17,68,5,2615,5
2023-12-14,47,8,4531,5
2023-04-25,15,8,4531,2
2023-08-29,22,5,2615,3
2023-01-23,89,4,3473,1
2023-03-23,92,8,4531,3
2023-01-05,57,2,155,3
2023-09-24,29,9,4563,5
2023-11-06,45,5,2615,2
2023-03-08,93,5,2615,3
2023-08-21,46,3,757,4
2023-05-09,53,3,757,2
2023-03-06,21,4,3473,2
2023-12-27,39,2,155,1
2023-09-16,43,6,3962,5
2023-09-21,10,3,757,5
2023-07-15,86,3,757,4
2023-06-13,17,6,3962,3
2023-08-29,88,6,3962,4
2023-05-11,50,3,757,3
2023-09-10,6,3,757,5
2023-02-01,16,4,3473,3
2023-04-27,35,9,4563,1
2023-05-19,57,1,4989,1
2023-02-01,65,5,2615,4
2023-06-05,93,6,3962,4
2023-01-06,30,10,2937,3
2023-05-14,59,6,3962,1
2023-01-22,21,3,757,1
2023-06-06,66,3,757,4
2023-03-13,24,8,4531,3
2023-04-02,76,7,3625,4
2023-05-12,5,9,4563,4
2023-02-05,35,2,155,1
2023-07-22,66,2,155,5
2023-11-04,66,6,3962,4
2023-05-15,96,5,2615,2
2023-02-23,3,6,3962,1
2023-11-29,4,10,2937,1
2023-01-16,41,7,3625,4
2023-12-26,38,6,3962,2
2023-03-06,86,1,4989,1
2023-07-16,63,2,155,4
2023-06-21,32,9,4563,1
2023-08-27,3,5,2615,4
2023-09-23,2,3,757,5
2023-07-20,96,4,3473,1
2023-06-13,97,2,155,2
2023-06-22,49,4,3473,3
2023-10-08,49,5,2615,3
2023-04-13,46,6,3962,2
2023-12-26,84,9,4563,5
2023-11-26,10,9,4563,3
2023-10-25,67,6,3962,2
2023-04-14,24,7,3625,4
2023-05-25,33,1,4989,1
2023-11-23,96,9,4563,5
2023-03-31,59,2,155,5
2023-12-21,70,2,155,1
2023-03-24,43,1,4989,4
2023-04-14,76,9,4563,4
2023-01-30,52,2,155,1
2023-12-20,21,7,3625,4
2023-08-07,19,9,4563,3
2023-09-11,18,8,4531,4
2023-11-05,83,8,4531,1
2023-05-19,16,4,3473,1
2023-12-27,49,6,3962,3
2023-06-05,32,3,757,4
2023-03-21,24,7,3625,4
2023-05-15,56,4,3473,1
2023-07-22,38,8,4531,3
2023-03-03,38,4,3473,1
2023-06-20,78,5,2615,2
2023-11-22,63,5,2615,4
2023-08-06,14,7,3625,2
2023-03-29,77,7,3625,5
2023-08-30,91,1,4989,2
2023-01-28,95,3,757,4
2023-11-25,44,4,3473,2
2023-06-16,85,8,4531,3
2023-12-25,51,8,4531,2
2023-07-22,70,9,4563,5
2023-04-22,15,5,2615,4
2023-03-09,53,1,4989,2
2023-05-22,46,2,155,1
2023-12-15,24,2,155,1
2023-06-29,25,9,4563,5
2023-08-18,10,2,155,3
2023-10-03,78,8,4531,4
2023-11-16,24,4,3473,1
2023-01-04,30,2,155,4
2023-11-10,2,9,4563,1
2023-11-19,15,2,155,2
2023-05-11,98,6,3962,5
2023-02-24,25,8,4531,5
2023-03-02,54,1,4989,4
2023-03-13,83,4,3473,3
2023-06-08,37,1,4989,4
2023-10-01,39,3,757,3
2023-04-18,3,8,4531,5
2023-05-28,29,3,757,1
2023-02-07,81,4,3473,4
2023-12-02,87,6,3962,3
2023-05-23,24,9,4563,1
2023-08-30,17,4,3473,3
2023-05-03,36,4,3473,2
2023-08-28,11,3,757,4
2023-11-27,55,10,2937,1
2023-08-15,14,3,757,1
2023-02-05,10,4,3473,4
2023-03-07,65,5,2615,3
2023-08-18,4,10,2937,4
2023-06-09,49,9,4563,3
2023-04-22,86,2,155,2
2023-08-18,18,6,3962,1
2023-01-23,48,4,3473,4
2023-01-26,52,7,3625,2
2023-01-08,37,9,4563,3
2023-10-16,6,5,2615,3
2023-09-30,40,9,4563,1
2023-04-15,59,10,2937,4
2023-07-10,70,9,4563,3
2023-02-02,87,6,3962,3
2023-04-23,69,1,4989,3
2023-02-28,38,6,3962,4
2023-10-24,64,8,4531,4
2023-09-14,61,1,4989,3
2023-12-28,69,1,4989,3
2023-07-31,21,1,4989,4
2023-11-04,35,2,155,3
2023-06-15,63,5,2615,2
2023-09-21,35,8,4531,1
2023-09-13,15,8,4531,5
2023-03-04,27,3,757,2
2023-08-04,11,5,2615,1
2023-04-08,16,2,155,1
2023-09-28,60,10,2937,2
2023-03-25,32,8,4531,1
2023-07-11,30,6,3962,1
2023-03-26,77,8,4531,3
2023-04-08,90,2,155,5
2023-02-01,100,9,4563,4
2023-01-29,79,3,757,3
2023-10-01,49,8,4531,5
2023-08-04,3,6,3962,3
2023-09-30,65,1,4989,5
2023-06-23,53,2,155,2
2023-12-04,66,9,4563,1
2023-04-13,47,8,4531,4
2023-04-01,10,4,3473,3
2023-09-17,68,1,4989,5
2023-07-18,88,8,4531,5
2023-04-26,31,4,3473,2
2023-07-24,89,5,2615,4
2023-12-17,58,9,4563,2
2023-06-06,81,8,4531,1
2023-09-18,43,7,3625,1
2023-03-21,25,10,2937,1
2023-07-27,98,1,4989,2
2023-12-21,35,4,3473,3
2023-12-18,72,1,4989,3
2023-05-21,32,3,757,1
2023-08-21,68,8,4531,5
2023-03-27,31,10,2937,5
2023-10-24,46,8,4531,3
2023-10-03,63,4,3473,1
2023-06-16,13,10,2937,5
2023-07-17,100,1,4989,1
2023-03-18,77,4,3473,2
2023-09-17,76,7,3625,1
2023-08-20,84,2,155,1
2023-08-14,45,2,155,2
2023-02-24,10,8,4531,1
2023-07-25,2,8,4531,3
2023-01-18,51,2,155,4
2023-06-08,41,6,3962,4
2023-07-06,35,2,155,3
2023-10-04,30,3,757,2
2023-03-03,31,9,4563,4
2023-11-15,44,1,4989,4
2023-11-12,55,1,4989,5
2023-02-28,60,4,3473,1
2023-08-15,76,3,757,2
2023-01-02,22,7,3625,2
2023-05-31,14,4,3473,2
2023-02-19,16,10,2937,5
2023-04-20,66,1,4989,4
2023-06-19,28,2,155,2
2023-08-15,89,6,3962,4
2023-08-16,31,4,3473,3
2023-09-27,81,8,4531,2
2023-05-25,69,7,3625,3
2023-05-01,16,5,2615,2
2023-12-03,4,1,4989,5
2023-08-25,19,4,3473,3
2023-11-03,28,6,3962,3
2023-06-28,2,5,2615,4
2023-12-27,71,7,3625,2
2023-11-08,58,5,2615,3
2023-11-25,29,7,3625,5
2023-12-01,64,10,2937,3
2023-05-28,41,4,3473,2
2023-04-16,88,7,3625,3
2023-09-11,34,6,3962,3
2023-01-30,43,5,2615,3
2023-12-12,48,9,4563,4
2023-02-24,52,9,4563,2
2023-04-02,89,10,2937,1
2023-05-21,87,3,757,3
2023-08-06,56,10,2937,4
2023-11-04,79,5,2615,2
2023-08-18,95,3,757,5
2023-07-02,31,3,757,5
2023-01-14,40,7,3625,5
2023-11-16,36,1,4989,4
2023-01-04,81,1,4989,4
2023-09-18,38,7,3625,4
2023-12-12,17,7,3625,4
2023-11-11,98,7,3625,3
2023-03-01,44,3,757,2
2023-09-25,49,4,3473,3
2023-01-03,36,4,3473,5
2023-12-26,60,10,2937,1
2023-05-12,7,3,757,4
2023-11-10,12,3,757,3
2023-10-25,99,10,2937,5
2023-09-25,68,2,155,4
2023-08-10,92,1,4989,3
2023-06-22,77,3,757,5
2023-05-07,80,1,4989,3
2023-06-10,81,2,155,1
2023-08-26,4,3,757,4
2023-11-21,56,10,2937,1
2023-01-27,19,10,2937,1
2023-11-01,77,8,4531,5
2023-07-17,65,7,3625,2
2023-04-30,33,3,757,1
2023-12-31,51,7,3625,1
2023-04-20,42,10,2937,1
2023-07-15,30,10,2937,2
2023-03-05,98,5,2615,5
2023-06-10,66,2,155,3
2023-11-25,19,3,757,4
2023-09-30,78,10,2937,4
2023-03-21,54,4,3473,1
2023-01-22,39,9,4563,1
2023-04-24,6,1,4989,4
2023-10-25,73,9,4563,3
2023-01-18,72,9,4563,2
2023-05-11,16,5,2615,3
2023-01-15,93,9,4563,1
2023-03-12,97,6,3962,3
2023-10-19,39,8,4531,3
2023-05-07,82,8,4531,3
2023-03-24,14,9,4563,4
2023-08-08,68,2,155,3
2023-05-29,34,3,757,3
2023-12-07,60,6,3962,1
2023-05-09,52,1,4989,2
2023-04-25,48,2,155,3
2023-03-21,40,8,4531,5
2023-10-03,83,7,3625,2
2023-07-24,64,1,4989,5
2023-09-21,69,9,4563,3
2023-01-18,47,6,3962,5
2023-08-08,1,8,4531,1
2023-06-22,44,4,3473,3
2023-12-21,74,8,4531,4
2023-09-05,80,5,2615,4
2023-09-14,84,7,3625,4
2023-10-11,39,6,3962,5
2023-05-01,69,7,3625,3
2023-04-11,96,9,4563,4
2023-07-18,68,1,4989,4
2023-12-20,67,1,4989,1
2023-10-02,99,1,4989,2
2023-09-29,92,8,4531,4
2023-06-20,35,10,2937,3
2023-12-02,88,5,2615,1
2023-05-12,34,1,4989,5
2023-08-18,38,8,4531,1
2023-09-13,95,4,3473,4
2023-01-26,93,6,3962,3
2023-03-30,61,9,4563,4
2023-11-07,76,6,3962,2
2023-04-10,75,5,2615,4
2023-01-01,18,4,3473,2
2023-02-22,57,3,757,2
2023-12-27,62,1,4989,3
2023-10-05,14,6,3962,3
2023-07-05,33,10,2937,1
2023-01-24,25,10,2937,4
2023-04-04,71,2,155,4
2023-02-11,27,2,155,5
2023-08-24,39,4,3473,4
2023-04-22,51,4,3473,1
2023-08-24,18,1,4989,1
2023-07-06,47,10,2937,1
2023-12-17,5,8,4531,4
2023-07-20,52,8,4531,4
2023-07-16,26,9,4563,4
2023-02-22,21,10,2937,2
2023-05-12,86,7,3625,2
2023-10-17,35,10,2937,5
2023-08-26,11,5,2615,5
2023-03-25,58,3,757,5
2023-07-19,67,3,757,5
2023-02-09,72,4,3473,5
2023-10-11,59,4,3473,1
2023-02-28,86,7,3625,5
2023-01-25,46,4,3473,4
2023-11-20,54,8,4531,3
2023-05-28,46,6,3962,2
2023-05-06,87,9,4563,4
2023-05-10,44,1,4989,5
2023-12-02,19,5,2615,5
2023-11-07,61,2,155,2
2023-10-03,76,7,3625,4
2023-10-29,57,2,155,5
2023-08-14,58,10,2937,4
2023-12-29,95,7,3625,3
2023-02-13,28,9,4563,1
2023-02-16,10,3,757,5
2023-01-29,42,10,2937,3
2023-09-14,71,3,757,4
2023-12-06,58,6,3962,5
2023-07-09,35,6,3962,3
2023-09-02,70,2,155,1
2023-02-09,86,5,2615,5
2023-02-17,34,1,4989,2
2023-08-23,81,10,2937,5
2023-11-27,28,9,4563,2
2023-07-14,8,2,155,3
2023-07-25,74,9,4563,4
2023-03-29,73,8,4531,1
2023-02-16,54,3,757,3
2023-08-24,8,5,2615,3
2023-08-30,4,10,2937,3
2023-03-02,82,9,4563,2
2023-01-31,33,2,155,2
2023-10-09,41,6,3962,4
2023-09-24,34,5,2615,2
2023-11-08,53,3,757,4
2023-10-28,34,10,2937,3
2023-12-29,46,1,4989,5
2023-11-04,43,5,2615,3
2023-09-14,33,6,3962,1
2023-02-23,27,9,4563,4
2023-04-05,88,2,155,1
2023-04-02,91,5,2615,1
2023-03-30,17,2,155,5
2023-01-04,100,2,155,4
2023-08-31,27,9,4563,3
2023-10-03,4,8,4531,5
2023-11-02,92,2,155,4
2023-01-20,52,3,757,5
2023-02-21,11,9,4563,3
2023-06-11,83,6,3962,4
2023-10-02,44,5,2615,3
2023-10-21,66,8,4531,1
2023-05-03,68,7,3625,3
2023-11-14,64,9,4563,2
2023-04-07,28,5,2615,3
2023-10-12,72,6,3962,3
2023-09-27,34,9,4563,5
2023-01-12,71,3,757,1
2023-12-29,93,3,757,5
2023-05-20,63,5,2615,1
2023-09-28,23,10,2937,1
2023-12-25,23,7,3625,4
2023-01-29,17,9,4563,2
2023-11-08,13,10,2937,4
2023-08-17,19,6,3962,2
2023-01-02,36,4,3473,3
2023-05-14,10,8,4531,4
2023-08-11,40,6,3962,4
2023-11-05,65,7,3625,1
2023-01-05,87,4,3473,5
2023-05-17,21,1,4989,3
2023-01-17,40,5,2615,5
2023-06-01,32,2,155,2
2023-08-22,81,3,757,5
2023-09-30,8,4,3473,5
2023-07-16,85,3,757,3
2023-02-12,34,5,2615,3
2023-12-20,8,9,4563,1
2023-09-04,91,2,155,2
2023-06-15,91,6,3962,1
2023-06-10,87,5,2615,3
2023-02-01,48,4,3473,1
2023-05-31,74,10,2937,4
2023-09-15,23,2,155,5
2023-12-14,7,2,155,4
2023-09-05,9,9,4563,5
2023-04-28,100,1,4989,3
2023-06-21,81,6,3962,5
2023-06-10,31,10,2937,4
2023-04-24,36,8,4531,3
2023-09-05,76,7,3625,5
2023-07-12,85,4,3473,2
2023-07-03,99,7,3625,2
2023-10-09,73,5,2615,3
2023-10-03,75,3,757,2
2023-07-30,96,8,4531,4
2023-05-08,92,1,4989,4
2023-04-26,4,2,155,3
2023-01-20,2,10,2937,3
2023-04-14,17,8,4531,2
2023-03-19,17,9,4563,4
2023-08-10,49,7,3625,4
2023-04-09,37,7,3625,2
2023-06-13,38,3,757,5
2023-09-17,91,7,3625,3
2023-02-09,8,10,2937,2
2023-05-07,59,3,757,5
2023-03-10,26,1,4989,2
2023-05-19,62,8,4531,5
2023-11-17,36,4,3473,3
2023-08-02,1,9,4563,2
2023-10-08,4,8,4531,1
2023-05-24,87,9,4563,1
2023-04-20,2,5,2615,5
2023-12-13,71,6,3962,2
2023-07-08,96,1,4989,4
2023-08-10,56,5,2615,1
2023-01-09,57,8,4531,5
2023-11-26,67,3,757,5
2023-06-27,70,1,4989,2
2023-12-11,16,2,155,4
2023-02-19,5,8,4531,1
2023-09-01,50,9,4563,4
2023-02-22,63,3,757,4
2023-09-30,24,6,3962,5
2023-02-22,59,7,3625,3
2023-11-03,19,1,4989,1
2023-07-16,40,6,3962,1
2023-12-26,31,6,3962,5
2023-11-01,3,2,155,1
2023-03-15,37,6,3962,2
2023-04-03,96,5,2615,5
2023-04-24,66,7,3625,5
2023-08-08,90,10,2937,3
2023-10-09,21,1,4989,1
2023-11-25,84,5,2615,4
2023-04-28,80,6,3962,4
2023-07-29,49,8,4531,5
2023-04-14,31,2,155,5
2023-07-22,3,2,155,5
2023-07-29,81,1,4989,4
2023-02-17,39,8,4531,1
2023-06-08,34,5,2615,1
2023-10-15,93,10,2937,4
2023-04-27,73,10,2937,3
2023-08-04,42,7,3625,5
2023-12-01,3,3,757,5
2023-08-09,8,2,155,4
2023-02-19,43,1,4989,1
2023-05-11,83,2,155,1
2023-05-06,70,8,4531,2
2023-09-21,98,9,4563,4
2023-09-02,18,9,4563,2
2023-01-30,42,5,2615,3
2023-11-16,70,1,4989,3
2023-11-21,43,7,3625,2
2023-11-23,70,2,155,1
2023-04-17,33,1,4989,4
2023-09-05,71,6,3962,3
2023-05-27,30,10,2937,4
2023-10-28,17,7,3625,3
2023-01-06,17,4,3473,1
2023-07-04,54,7,3625,5
2023-08-29,51,5,2615,1
2023-03-18,18,3,757,2
2023-10-16,3,4,3473,3
2023-11-02,77,10,2937,3
2023-07-13,73,1,4989,4
2023-04-13,85,8,4531,3
2023-08-18,71,8,4531,5
2023-06-11,95,9,4563,2
2023-07-21,62,9,4563,2
2023-05-26,96,7,3625,5
2023-07-11,25,4,3473,4
2023-08-10,49,10,2937,2
2023-03-02,84,3,757,2
2023-05-22,86,7,3625,5
2023-09-02,64,5,2615,5
2023-12-29,26,10,2937,5
2023-12-16,7,5,2615,5
2023-08-08,74,10,2937,2
2023-12-14,79,4,3473,3
2023-03-25,9,7,3625,2
2023-06-29,37,7,3625,5
2023-05-21,6,3,757,3
2023-05-20,31,6,3962,2
2023-05-12,15,2,155,3
2023-04-02,8,6,3962,4
2023-01-23,71,3,757,2
2023-12-14,53,3,757,1
2023-05-30,94,5,2615,5
2023-02-17,76,6,3962,2
2023-02-17,99,8,4531,1
2023-08-02,85,4,3473,3
2023-05-28,27,8,4531,5
2023-03-09,64,8,4531,2
2023-02-10,22,2,155,5
2023-12-05,84,2,155,3
2023-07-09,19,6,3962,1
2023-10-14,75,10,2937,1
2023-05-14,89,7,3625,4
2023-03-26,98,8,4531,2
2023-02-04,36,6,3962,3
2023-04-05,46,10,2937,3
2023-12-16,97,6,3962,4
2023-01-22,54,9,4563,3
2023-09-23,14,2,155,1
2023-09-04,65,2,155,1
2023-10-02,87,2,155,5
2023-03-11,59,3,757,4
2023-01-16,11,7,3625,4
2023-09-03,68,7,3625,5
2023-03-26,14,4,3473,3
2023-08-21,24,3,757,5
2023-08-29,10,3,757,4
2023-01-21,38,2,155,3
2023-08-01,9,6,3962,5
2023-04-18,84,3,757,2
2023-03-09,45,1,4989,2
2023-03-04,19,6,3962,3
2023-02-23,90,10,2937,2
2023-03-14,30,5,2615,4
2023-02-22,94,1,4989,2
2023-05-14,58,8,4531,5
2023-05-06,100,6,3962,1
2023-12-15,29,1,4989,2
2023-01-22,25,10,2937,4
2023-08-01,24,6,3962,1
2023-01-13,87,9,4563,3
2023-09-14,93,10,2937,3
2023-01-07,46,1,4989,1
2023-09-10,49,1,4989,5
2023-10-31,28,1,4989,2
2023-05-22,81,3,757,3
2023-08-27,80,1,4989,4
2023-01-01,2,1,4989,2
2023-04-01,4,7,3625,5
2023-10-28,36,9,4563,4
2023-10-26,55,2,155,4
2023-11-21,24,3,757,3
2023-02-10,90,2,155,3
2023-05-06,41,2,155,1
2023-10-11,69,8,4531,1
2023-03-31,21,10,2937,3
2023-02-09,24,8,4531,4
2023-06-13,38,5,2615,4
2023-11-25,25,5,2615,5
2023-01-18,78,9,4563,3
2023-03-26,25,9,4563,4
2023-12-06,63,8,4531,2
2023-07-06,42,10,2937,2
2023-03-10,56,1,4989,4
2023-05-06,33,9,4563,3
2023-02-16,54,3,757,2
2023-12-28,92,2,155,1
2023-02-28,49,2,155,5
2023-05-07,91,1,4989,4
2023-12-29,66,2,155,3
2023-01-08,26,9,4563,5
2023-10-31,43,8,4531,4
2023-02-05,58,5,2615,4
2023-08-25,2,10,2937,5
2023-08-13,67,1,4989,5
2023-12-30,41,8,4531,1
2023-02-18,10,10,2937,2
2023-08-16,35,10,2937,3
2023-01-31,55,8,4531,3
2023-03-09,38,1,4989,1
2023-03-31,29,6,3962,4
2023-11-07,81,7,3625,2
2023-10-30,48,3,757,5
2023-05-20,34,4,3473,3
2023-08-04,83,5,2615,1
2023-05-28,44,9,4563,5
2023-03-22,4,1,4989,4
